Sr No,BRANCH CODE,BRANCH NAME,STATE,CITY,ZONE,PIN CODE
1034,0084,MADGAON,GOA,GOA,WEST,403601
1035,0088,PANJIM,GOA,GOA,WEST,403001
1036,0142,NASHIK,MAHARASHTRA,NASIK,WEST,422005
1037,0173,KONDHWEKHURD,MAHARASHTRA,PUNE,WEST,411048
1038,0233,HINJAWADI,MAHARASHTRA,PUNE,WEST,411057
1039,0258,SANVORDEM,GOA,QUEPEM,WEST,403706
1040,0266,SANGLI,MAHARASHTRA,SANGLI,WEST,416416
1041,0874,AHMADNAGAR,MAHARASHTRA,AHMEDNAGAR,WEST,414001
1042,0875,"CANDOLIM OLD
CALANGUTE",GOA,GOA,WEST,403515
1043,0891,MADHA,MAHARASHTRA,MADHA,WEST,414209
1044,0892,PANDHARPUR,MAHARASHTRA,PANDHARPUR,WEST,414300
1045,0910,KARAD,MAHARASHTRA,KARAD,WEST,415110
1046,0918,NIPHAD,MAHARASHTRA,MANMAD,WEST,422303
1047,0976,CHAREGAON,MAHARASHTRA,KARAD,WEST,415109
1048,0977,BORAMANI,MAHARASHTRA,SOLAPUR,WEST,413002
1049,0978,BELEWADI HAVELI,MAHARASHTRA,KARAD,WEST,415109
1050,0979,HOTGI,MAHARASHTRA,SOLAPUR,WEST,413002
1051,0980,DARGAN HALLI,MAHARASHTRA,SOLAPUR,WEST,413002
1052,0981,RETHARE KHURD,MAHARASHTRA,KARAD,WEST,415108
1053,0988,KALVADE,MAHARASHTRA,KARAD,WEST,415110
1054,0998,PAKANI,MAHARASHTRA,KONDI SOLAPUR,WEST,413255
1055,1003,MAHPUSA,GOA,GOA,WEST,403507
1056,1019,PHALTAN,MAHARASHTRA,PHALTAN,WEST,415523
1057,1020,VASCO,GOA,GOA,WEST,403802
1058,1045,JALGAON,MAHARASHTRA,JALGAON,WEST,425001
1059,1049,PONDA,GOA,GOA,WEST,403401
1060,1402,MANGAON,MAHARASHTRA,MANGAON,WEST,402104
1061,1403,TARELE,MAHARASHTRA,KANKAVALI,WEST,416801
1062,1406,WADIVARHE,MAHARASHTRA,IGATPURI,WEST,422403
1063,1353,BANGALORE RAJAJINAGAR,KARNATAKA,BANGALORE,SOUTH,560010
1064,1354,"BANGALORE
BANASHANKARI",KARNATAKA,BANGALORE,SOUTH,560070
1065,1381,"COX TOWN FRAZER TOWN
BANGALORE",KARNATAKA,BANGALORE,SOUTH,560005
1066,1393,KONDAPUR HYD,TELANGANA,HYDERABAD,SOUTH,500084
1067,1399,"CHANDANA NAGAR
HYDERABAD",TELANGANA,HYDERABAD,SOUTH,500050
1068,1411,MG ROAD HYDERABAD,TELANGANA,HYDERABAD,SOUTH,500003
1069,1418,"JNTU MAIN GATE
HYDERABAD",TELANGANA,HYDERABAD,SOUTH,500072
1070,1419,VIJAYNAGAR BANGALORE,KARNATAKA,BANGALORE,SOUTH,560040
1071,1434,PALAMANER,ANDHRA PRADESH,PALAMANER REACH,SOUTH,517408
1072,1438,UTTARAHALLI BANGALORE,KARNATAKA,BANGALORE,SOUTH,560061
1073,1440,BTM LAYOUT BANGALORE,KARNATAKA,BANGALORE,SOUTH,560076
1074,1441,"BANNERGATTA ROAD
BANG",KARNATAKA,BANGALORE,SOUTH,560076
1075,1449,HOSAKOTE,KARNATAKA,HOSKOTE,SOUTH 1,562114
1076,1454,AECS BANGALORE,KARNATAKA,BANGALORE,SOUTH,560037
1077,1460,"BANJARA HILLS
HYDERABAD",TELANGANA,HYDERABAD,SOUTH,500034
1078,1468,KARIMNAGAR,TELANGANA,KARIMNAGAR,SOUTH,505001
1079,1471,DAVANAGERE,KARNATAKA,DAVANGARE,SOUTH 1,577006
1080,1478,TORANAGAL,KARNATAKA,BALLARY,SOUTH,583153
1081,1479,KAKINADA,ANDHRA PRADESH,KAKINADA,SOUTH,533001
1082,1487,"SARAWATHIPURAM
MYSORE",KARNATAKA,MYSORE,SOUTH 1,570009
1083,1493,"NARAYANGUDA
HYDERABAD",TELANGANA,HYDERABAD,SOUTH,500029
1084,1497,DHARWARD,KARNATAKA,DHARWAD,SOUTH 1,580001
1085,1498,GULBARGA,KARNATAKA,GULBARGA,SOUTH,585103
1086,1507,BALANAGAR HYDERABAD,TELANGANA,HYDERABAD,SOUTH 1,500037
1087,1510,SRIKAKULAM,ANDHRA PRADESH,SRIKAKULAM,SOUTH 1,532001
1088,1517,TUMKUR,KARNATAKA,TUMKUR,SOUTH,572102
1089,1522,"BOTANICAL GARDEN
HYDERABAD",TELANGANA,HYDERABAD,SOUTH 1,500084
1090,1533,BANASWADI BANGALORE,KARNATAKA,BANGALORE,SOUTH 1,560043
1091,1539,"SHIVAM ROAD
HYDERABAD",TELANGANA,HYDERABAD,SOUTH 1,500013
1092,1542,"JAYANAGAR 4TH BLOCK
BANGALORE",KARNATAKA,BANGALORE,SOUTH 1,560041
1093,1543,"JP NAGAR 7TH PHASE
PUTTENHALLI BANGALORE
URBAN",KARNATAKA,BANGALORE,SOUTH 1,560078
1094,1544,"CAMBRIDGE LAYOUT
HALASURU BANGALORE",KARNATAKA,BANGALORE,SOUTH 1,560008
1095,1561,AKKAYAPALEM VIZAG,ANDHRA PRADESH,VISHAKHAPATNAM,SOUTH 1,530016
1096,1571,"TC PALYA ROAD
BANGALORE",KARNATAKA,BANGALORE,SOUTH 1,560036
1097,1574,"KUMARASWAMY LAYOUT
BANGALORE",KARNATAKA,BANGALORE,SOUTH 1,560078
1098,1589,"MATHIKEREBENGALURU
KARNATAKA",KARNATAKA,BANGALORE,SOUTH 1,560054
1099,1603,ABIDS HYDERABAD,TELANGANA,HYDERABAD,SOUTH 1,500001
1100,1615,MADHURWADA VIZAG,ANDHRA PRADESH,VISHAKHAPATNAM,SOUTH 1,530041
1101,1616,JAGTIAL,TELANGANA,JAGTIAL,SOUTH 1,505327
1102,1636,"HENNUR MAIN ROAD
BANGALORE",KARNATAKA,BANGALORE,SOUTH 1,560043
1103,1645,NARSARAOPET,ANDHRA PRADESH,NARSARAOPET,SOUTH 1,522601
1104,1663,"PEENYA INDUSTRIAL AREA
BANGALORE",KARNATAKA,BANGALORE,SOUTH 1,560058
1105,1664,"SRINAGAR COLONY
HYDERABAD",TELANGANA,HYDERABAD,SOUTH 1,500073
1106,1677,"BASAVESHWAR NAGAR
BANGALORE",KARNATAKA,BANGALORE,SOUTH 1,560079
1107,1680,"HYDERABAD
HASTHINAPURAM",TELANGANA,HYDERABAD,SOUTH 1,500079
1108,1681,BANGALORE GIRI NAGAR,KARNATAKA,BANGALORE,SOUTH 1,560085
1109,1686,HYDERABAD KPHB,TELANGANA,HYDERABAD,SOUTH 1,500072
1110,1688,BANGALORE ITPL,KARNATAKA,BANGALORE,SOUTH 1,560066
1111,1689,HYDERABAD KOTHAPET,TELANGANA,HYDERABAD,SOUTH 1,500074
1112,1694,"VIJAYWADA GURUNANAK
COLONY",ANDHRA PRADESH,VIJAYAWADA,SOUTH 1,520008
1113,1701,"YESHWANTHPUR
BANGALORE",KARNATAKA,BANGALORE,SOUTH 1,560022
1114,1703,"KORAMANGALA 5TH
BLOCK BANGALORE",KARNATAKA,BANGALORE,SOUTH 1,560095
1115,0-1705,1-KHAMMAM,2-TELANGANA,3-KHAMMAM,4-SOUTH,5-507001
1116,1706,"MANGALORE BEJAI
CHURCH ROAD",KARNATAKA,MANGALORE,SOUTH 1,575004
1117,1707,KARWAR,KARNATAKA,KARWAR,SOUTH 1,581301
1118,1711,HOSPET KARNATAKA,KARNATAKA,KARWAR,SOUTH 1,581301
1119,1714,HYDERABAD HABBSIGUDA,TELANGANA,HYDERABAD,SOUTH 1,500007
1120,1357,THEVARA KOCHI,KERALA,KOCHI,SOUTH,682013
1121,1557,KOTHAMANGALAM KOCHI,KERALA,KOCHI,SOUTH 2,686691
1122,1588,"MUVATTUPUZHA DIST
ERNAKULAM KERALA",KERALA,MUVATTUPUZHA,SOUTH 2,686661
1123,1514,"MANDAVELLI CHENNAI
TAMILNADU",TAMIL NADU,CHENNAI,SOUTH 2,600028
1124,1572,IRINJALAKUDA THRISSUR,KERALA,IRINJALAKUDA,SOUTH 2,680121
1125,1528,"KALAPATI ROAD
COIMBATORE",TAMIL NADU,COIMBATORE,SOUTH 2,641014
1126,1683,COIMBATORE POLLACHI,TAMIL NADU,POLLACHI,SOUTH 2,642002
1127,1632,SHENOY NAGAR CHENNAI,TAMIL NADU,CHENNAI,SOUTH 2,600030
1128,1463,MAMANGALAM,KERALA,KOCHI,SOUTH,682025
1129,1469,KADAVANTRA KOCHI,KERALA,KOCHI,SOUTH,682020
1130,1345,"THENI MAIN ROAD
MADURAI",TAMIL NADU,MADURAI,SOUTH,625016
1131,1485,ANNA NAGAR MADURAI,TAMIL NADU,MADURAI,SOUTH,625020
1132,1591,"MADURAI GOOD SHED
STREET",TAMIL NADU,MADURAI,SOUTH,625001
1133,1453,PERIYAR NAGAR,TAMIL NADU,CHENNAI,SOUTH,600082
1134,1545,KORATTUR CHENNAI,TAMIL NADU,CHENNAI,SOUTH 2,600080
1135,1643,VILLIWAKKAM CHENNAI,TAMIL NADU,CHENNAI,SOUTH 2,600049
1136,1317,KANGEYAM,TAMIL NADU,KANGEYAM,SOUTH,638701
1137,1671,TIRUCHENGODE,TAMIL NADU,TIRUCHENGODU,SOUTH 2,637211
1138,1540,"KASTURIBAI NAGAR
CHENNAI",TAMIL NADU,CHENNAI,SOUTH 2,600020
1139,1700,CHERRY ROAD SALEM,TAMIL NADU,SALEM,SOUTH 2,636007
1140,1355,PN ROAD TIRUPPUR,TAMIL NADU,PERUMANALLUR ROAD,SOUTH,641602
1141,1392,CHROMPET CHENNAI,TAMIL NADU,CHENNAI,SOUTH,600044
1142,1465,NAGERCOIL,TAMIL NADU,NAGERCOIL,SOUTH,629001
1143,1492,"TIRUCHIRAPPALLI THILAI
NAGAR TRICHY",TAMIL NADU,TIRUCHIRAPALLI,SOUTH 2,620018
1144,1667,"MADURAI ROAD
TIRUCHIRAPPALLI TRICHY",TAMIL NADU,TIRUCHIRAPALLI,SOUTH 2,620008
1145,1715,KUMBAKONAM,TAMIL NADU,KUMBAKONAM,SOUTH,612001
1146,1346,TIRUR,KERALA,TIRUR,SOUTH,676101
1147,1558,KOLLENCHERRY KOCHI,KERALA,KOLENCHERRY,SOUTH 2,682311
1148,1560,INFOPARK KAKKANAD,KERALA,KAKKANAD,SOUTH 2,682030
1149,1583,"BANERJEE ROAD
ERNAKULAM",KERALA,KOCHI,SOUTH 2,682018
1150,1587,"ANGAMALY ALUVA DIST
KOCHI KERALA",KERALA,ANGAMALLY,SOUTH 2,683572
1151,1461,KRISHNAGIRI,TAMIL NADU,KRISHNAGIRI,SOUTH,635002
1152,1466,VILUPPURAM M,TAMIL NADU,VILLUPURAM,SOUTH,605602
1153,1598,PUDUCHERRY,PONDICHERRY,PONDICHERRY,SOUTH 2,605005
1154,1685,CUDDALORE,TAMIL NADU,CUDDALORE,SOUTH 2,607002
1155,1657,"NEW AVADI ROAD
CHENNAI",TAMIL NADU,CHENNAI,SOUTH 2,600010
1156,1627,KAYAMKULAM,KERALA,KAYAMKULAM,SOUTH 2,690502
1157,1633,KOTTARAKKARA,KERALA,KOLLAM,SOUTH 2,693531
1158,1646,MAVELIKKARA KERALA,KERALA,MAVELIKARA,SOUTH 2,690101
1159,1647,KARUNAGAPALLY KERALA,KERALA,KARUNAGAPALLY,SOUTH 2,690518
1160,1690,UZHAVOOR,KERALA,KOOTHATTUKULAM,SOUTH 2,686634
1161,1653,KATTUPAKKAM CHENNAI,TAMIL NADU,CHENNAI,SOUTH 2,600056
1162,1480,"POOJAPPURA
TRIVANDRUM",TAMIL NADU,"THIRUVANANTHAPURA
M",SOUTH,695012
1163,1599,"KOWDIAR TRIVANDRUM
KERALA",KERALA,"THIRUVANANTHAPURA
M",SOUTH 2,695003
1164,1612,"ETTUMANOOR
ETTUMANNUR",KERALA,ETTUMANOOR,SOUTH,686631
1165,1658,"KANNAMMOOLA
TRIVANDRUM",KERALA,"THIRUVANANTHAPURA
M",SOUTH 2,695011
1166,1582,"KALATHIPADY KOTTAYAM
KERALA",KERALA,KOTTAYAM,SOUTH,686010
1167,1651,PALA,KERALA,PALAI,SOUTH 2,686575
1168,1359,"SANTACRUZ WEST
MUMBAI",MAHARASHTRA,MUMBAI,WEST,400054
1169,1374,"ANDHERI MIDC OPUS
MUMBAI",MAHARASHTRA,MUMBAI,WEST,400093
1170,1391,"THANE WAGHLE
INDUSTRIAL ESTATE
MUMBAI",MAHARASHTRA,MUMBAI,WEST,400604
1171,1324,BARBODANA,MADHYA PRADESH,RATLAM,WEST,457222
1172,1325,TALODH,MADHYA PRADESH,UJJAIN,WEST,456006
1173,1326,BADHKUMMED,MADHYA PRADESH,UJJAIN,WEST,456661
1174,1327,SIGHWADA,MADHYA PRADESH,DEWAS,WEST,455001
1175,1328,KHEROD,MADHYA PRADESH,DHAR,WEST,454001
1176,1329,HASALPUR,MADHYA PRADESH,HOSHANGABAD,WEST,461001
1177,1331,BEDAWAN,MADHYA PRADESH,NAGDA,WEST,456221
1178,1334,KARELI,MADHYA PRADESH,NARSINGHPUR,WEST,487221
1179,1341,NASIRABAD,MADHYA PRADESH,ITARSI,WEST,461661
1180,1343,NARSIMHAPUR,MADHYA PRADESH,NARSINGHPUR,WEST,487001
1181,1397,NAYA BAZAR GWALIOR,MADHYA PRADESH,GWALIOR,WEST,474009
1182,0451,DADRA,"DADRA & NAGAR
HAVELI",SILVASSA,WEST,396193
1183,0206,SILVASA,"DADRA & NAGAR
HAVELI",SILVASSA,WEST,396230
1184,1316,HATHROL,GUJARAT,SABARKANTHA,WEST,383030
1185,1371,BHAILI BARODA,GUJARAT,PADRA,WEST,391410
1186,1388,"ISHANPUR MANINAGAR
AHMADABAD",GUJARAT,AHMEDABAD,WEST,382443
1187,1382,"NAVA NARODA
AHMADABAD",GUJARAT,AHMEDABAD,WEST,382330
1188,1387,BHAKTINAGAR RAJKOT,GUJARAT,RAJKOT,WEST,360002
1189,1367,KUDAL,MAHARASHTRA,LANJA,WEST,416702
1190,1365,KANKAVLI,MAHARASHTRA,KANKAVALI,WEST,416602
1191,1318,JALNA MAHARASHTRA,MAHARASHTRA,JALNA,WEST,431203
1192,1361,KHED,MAHARASHTRA,KHED,WEST,415709
1193,1372,CHIPLUN,MAHARASHTRA,CHIPLUN,WEST,415606
1194,1362,RAJAPUR,MAHARASHTRA,LANJA,WEST,416702
1195,1363,MAHAD,MAHARASHTRA,MAHAD,WEST,402301
1196,1375,MUKUND NAGAR PUNE,MAHARASHTRA,PUNE,WEST,411037
1197,1435,KANNAD AURANGABAD,MAHARASHTRA,AURANGABAD,WEST,431013
1198,1428,"GHATKOPAR WEST LBS
MARG MUMBAI",MAHARASHTRA,MUMBAI,WEST,400086
1199,1451,ASHOKA MARG NASHIK,MAHARASHTRA,NASIK,WEST,422006
1200,1448,CIDCO AURANGABAD,MAHARASHTRA,AURANGABAD,WEST,431003
1201,1439,VASAI EAST MUMBAI,MAHARASHTRA,MUMBAI,WEST,401208
1202,1447,"BHAYENDAR WEST
MUMBAI",MAHARASHTRA,MUMBAI,WEST,401101
1203,1472,SAHARANPUR NASHIK,MAHARASHTRA,NASIK,WEST,422002
1204,1436,GULMOHAR BHOPAL,MAHARASHTRA,BHOPAL,WEST,462039
1205,1433,LALPAR RAJKOT,GUJARAT,MORBI,WEST,363642
1206,1477,"SADASHIV PETH TILAK
ROAD PUNE",MAHARASHTRA,PUNE,WEST,411030
1207,1467,GOTTA AHMADABAD,GUJARAT,AHMEDABAD,WEST,382481
1208,1484,SOSYO SURAT,GUJARAT,SURAT,WEST,395007
1209,1483,AIRPORT ROAD BHOPAL,MADHYA PRADESH,BHOPAL,WEST,462030
1210,1470,MULUND WEST MUMBAI,MAHARASHTRA,MUMBAI,WEST,400080
1211,1456,LANJA CT,MAHARASHTRA,LANJA,WEST,416701
1212,1481,SADHUVASVANI RAJKOT,GUJARAT,RAJKOT,WEST,360005
1213,1489,PIMPLE SAUDAGAR PUNE,MAHARASHTRA,PUNE,WEST,411027
1214,1511,KASHIPURA,GUJARAT,KAPADVANJ,WEST,387620
1215,1512,UDALPUR,GUJARAT,MEHSANA,WEST,384001
1216,1509,DHULE M CORP,MAHARASHTRA,DHULE,WEST 2,424002
1217,1506,GARKHEDA AURANGABAD,MAHARASHTRA,AURANGABAD,WEST,431009
1218,1499,HEBATPUR AHMADABAD,GUJARAT,AHMEDABAD,WEST,380059
1219,1508,NARANPURA AHMADABAD,GUJARAT,AHMEDABAD,WEST 2,380013
1220,1527,BOISAR MUMBAI,MAHARASHTRA,TARAPUR,WEST 1,401501
1221,1373,"TALOJA NEAR MIDC
MUMBAI",MAHARASHTRA,NAVIMUMBAI,WEST,410206
1222,1529,"RAVI NAGAR SQUR
NAGPUR",MAHARASHTRA,NAGPUR,WEST 2,440010
1223,1538,NANA MOUVA RAJKOT,GUJARAT,RAJKOT,WEST 2,360001
1224,1551,"AIRPORT ROAD INDORE
SOUTH TUKOGANJ",MADHYA PRADESH,INDORE,WEST,452001
1225,1563,RANDER ROAD SURAT,GUJARAT,SURAT,WEST 2,395009
1226,1565,MAGOB SURAT,GUJARAT,SURAT,WEST 2,395010
1227,1585,MATOUDA RAJKOT,GUJARAT,RAJKOT,WEST 2,360021
1228,1556,SACHIN GIDC SURAT,GUJARAT,AMBERNATH,WEST 1,421005
1229,1552,"DOODH NAKA
ULHASNAGAR THANE
MUMBAI",MAHARASHTRA,AMBERNATH,WEST 1,421005
1230,1568,DAHISAR EAST MUMBAI,MAHARASHTRA,MUMBAI,WEST 1,400068
1231,1586,"KOREGAON PARK PUNE
MAHARASHTRA",MAHARASHTRA,PUNE,WEST 1,411001
1232,1536,BHANDUP WEST MUMBAI,MAHARASHTRA,MUMBAI,WEST 1,400079
1233,1596,RAKHIEAL AHMADABAD,GUJARAT,AHMEDABAD,WEST 2,380023
1234,1604,"SHELA OUTSKIRT OF
AHMEDABAD",GUJARAT,AHMEDABAD,WEST 2,380058
1235,1546,BORIVALI WEST MUMBAI,MAHARASHTRA,MUMBAI,WEST,400092
1236,1597,KHOKARA AHMADABAD,GUJARAT,AHMEDABAD,WEST 2,380008
1237,1629,"JUNAGADH MOTIBAG
ROAD",GUJARAT,JUNAGADH,WEST 2,362001
1238,1624,GARDEN CITY AHMEDABAD,GUJARAT,AHMEDABAD,WEST 2,382481
1239,1593,MALEGAON,MAHARASHTRA,MALEGAON,WEST 3,423203
1240,1605,SINNAR,MAHARASHTRA,SINNAR,WEST,422103
1241,1602,VIP ROAD SURAT,GUJARAT,SURAT,WEST,395017
1242,1562,VED ROAD SURAT,GUJARAT,SURAT,WEST 2,395004
1243,1581,"TILAK NAGAR CHEMBUR
MUMBAI",MAHARASHTRA,MUMBAI,WEST 1,400089
1244,1566,DHARAMPUR,GUJARAT,VALSAD REACH,WEST 2,396050
1245,1575,BILLIMORA,GUJARAT,BILLIMORA,WEST 2,396321
1246,1630,SURAT LP SAWANI ROAD,GUJARAT,SURAT,WEST 2,395009
1247,1634,VALSAD KILLA PARDI,GUJARAT,VALSAD,WEST 2,396125
1248,1610,MIRAJ,MAHARASHTRA,SANGLI,WEST,416410
1249,1637,SIOLIM GOA,GOA,GOA,WEST 3,403517
1250,1580,"VIRAR PALGHAR
MAHARASHTRA",MAHARASHTRA,MUMBAI,WEST 1,401303
1251,1628,PIMPALGAON BASWANT,MAHARASHTRA,PIMPALGAON,WEST 3,422209
1252,1638,"VIDYANAGAR ROAD
ANAND",GUJARAT,ANAND,WEST,388001
1253,1669,PALANPUR,GUJARAT,PALANPUR,WEST 2,385001
1254,1626,SCHEME NO 78 INDORE,MADHYA PRADESH,INDORE,WEST,452010
1255,1625,"SATADHAR CROSS ROAD
GANESH MAPLE
AHMEDABAD",GUJARAT,AHMEDABAD,WEST 2,380058
1256,1613,MANGALWEDHA,MAHARASHTRA,SOLAPUR,WEST 3,413305
1257,1650,"RAMDAS ROAD
AHMADABAD",GUJARAT,AHMEDABAD,WEST 2,380054
1258,1649,"BALLARPUR OR
BALLARSHAH",MAHARASHTRA,CHANDRAPUR,WEST 3,442701
1259,1665,KATRAJ PUNE,MAHARASHTRA,PUNE,WEST 1,411046
1260,1641,PALGHAR MUMBAI,MAHARASHTRA,PALGHAR,WEST 1,401404
1261,1678,PALI,MAHARASHTRA,RATNAGIRI,WEST,405803
1262,1668,AKLUJ,MAHARASHTRA,AKLUJ,WEST 3,413101
1263,1584,CADEL ROAD MUMBAI,MAHARASHTRA,MUMBAI,WEST 1,400028
1264,1670,GHOD DOD ROAD SURAT,GUJARAT,SURAT,WEST 2,395001
1265,1656,"TEXTILE MARKET RONG
ROAD SURAT",GUJARAT,SURAT,WEST 2,395002
1266,1648,BHOSARI PUNE,MAHARASHTRA,PUNE,WEST 1,411039
1267,1718,NAVI MUMBAI SEAWOODS,MAHARASHTRA,NAVIMUMBAI,WEST 1,400706
1268,1674,ICHALKARANJI,MAHARASHTRA,ICHALKARANJI,WEST 3,416115
1269,1659,NAROL AHMADABAD,GUJARAT,AHMEDABAD,WEST 2,382405
1270,1713,"SURAT SUMUL DAIRY
ROAD",GUJARAT,SURAT,WEST 2,395004
1271,1733,SATNA,MADHYA PRADESH,SATNA,WEST,485001
1272,1716,BAVLA,GUJARAT,AHMEDABAD,WEST,388820
1273,1710,"NIKOL RING ROAD
AHMEDABAD",GUJARAT,AHMEDABAD,WEST 2,380038
1274,1709,SURAT MOTA VARACHA,GUJARAT,SURAT,WEST 2,394101
1275,1731,"SURAT LAMBE HANUMAN
ROAD",GUJARAT,SURAT,WEST,395006
1276,1482,"GURGAON DLF PHASE V
HORIZON CENTRE 2",HARYANA,GURGAON,NORTH,122001
1277,1450,"UNITECH TRADE CENTRE
SUSHANT LOK GURGAON",HARYANA,GURGAON,NORTH,122002
1278,1530,SEC 22 GURGAON,HARYANA,GURGAON,NORTH 1,122015
1279,1617,"GURGAON DLF CROSS
POINT",HARYANA,GURGAON,NORTH,122002
1280,1672,GURGAON SECTOR 5,HARYANA,GURGAON,NORTH 1,122001
1281,1501,"Defence Colony, Pioneer",NCT OF DELHI,NEW DELHI,NORTH,110024
1282,1601,LAJPAT NAGAR III DELHI,DELHI,NEW DELHI,NORTH 1,110024
1283,1541,"Punjabi BAgh, Pioneer",NCT OF DELHI,NEW DELHI,NORTH 1,110026
1284,1570,LAJPAT NAGAR II DELHI,DELHI,NEW DELHI,NORTH 1,110024
1285,1377,SOHNA GURGAON,HARYANA,SOHNA,NORTH,122103
1286,1384,"NIRVANA COUNTRY
GURGAON",HARYANA,GURGAON,NORTH,122001
1287,1592,"SEC 58 GOLF COURSE
ROAD GURGAON",HARYANA,GURGAON,NORTH 1,122001
1288,1621,SEC 16 NOIDA,UTTAR PRADESH,NOIDA,NORTH 3,201301
1289,1358,GAUR CITY NOIDA,UTTAR PRADESH,GREATER NOIDA,NORTH,201310
1290,1555,"AFRICA AVENUE
SAFDARJUNG NEW DELHI",DELHI,NEW DELHI,NORTH 1,110029
1291,1609,ALAKNANDA DELHI,DELHI,NEW DELHI,NORTH 1,110019
1292,1652,HAUZ KHAS NEW DELHI,DELHI,NEW DELHI,NORTH 1,110016
1293,1661,JANGPURA NEW DELHI,DELHI,NEW DELHI,NORTH 1,110014
1294,1444,GREEN PARK NEW DELHI,DELHI,NEW DELHI,NORTH,110016
1295,1427,DARYA GANJ NEW DELHI,DELHI,NEW DELHI,NORTH,110002
1296,1422,SADAR BAZAAR NEW DELHI,DELHI,NEW DELHI,NORTH,110006
1297,1622,SEC 83 GURGAON,HARYANA,GURGAON,NORTH 1,122004
1298,1379,"CROSSING REPUBLIK
GHAZIABAD",UTTAR PRADESH,GHAZIABAD,NORTH,201016
1299,1394,DWARKA 22 NEW DELHI,DELHI,NEW DELHI,NORTH,110075
1300,1396,JANAKPURI 2 NEW DELHI,DELHI,NEW DELHI,NORTH,110058
1301,1383,VASANT VIHAR NEW DELHI,DELHI,NEW DELHI,NORTH,110057
1302,1412,"PRASHANT VIHAR NEW
DELHI",DELHI,NEW DELHI,NORTH,110085
1303,1666,SHAKTI NAGAR NEW DELHI,DELHI,NEW DELHI,NORTH 1,110007
1304,1445,NALAGARH,HIMACHAL PRADESH,NALAGARH,NORTH,174101
1305,1679,KURALI,PUNJAB,MORINDA,NORTH 2,140103
1306,1676,DHARAMSHALA,HIMACHAL PRADESH,DHARAMSHALA,NORTH 2,176215
1307,0915,KANGRA,HIMACHAL PRADESH,KANGRA,NORTH,176001
1308,1395,MANDI,HIMACHAL PRADESH,MANDI,NORTH,175001
1309,1423,SHILLIHAR/BHUNTAR,HIMACHAL PRADESH,KULLU,NORTH,175125
1310,1432,SANJAULI SHIMLA HP,HIMACHAL PRADESH,SHIMLA,NORTH,171006
1311,1442,SHOGI SHIMLA,HIMACHAL PRADESH,SHIMLA,NORTH,171219
1312,1486,PALAMPUR,HIMACHAL PRADESH,PALAMPUR,NORTH,176061
1313,1495,HAMIRPUR M CL,HIMACHAL PRADESH,HAMIRPUR,NORTH 2,177001
1314,1476,CHANNI HIMMAT JAMMU,JAMMU & KASHMIR,JAMMU,NORTH,180015
1315,1573,JAGADHARI,HARYANA,YAMUNANAGAR,NORTH 2,135001
1316,0938,BAGTHALA,HARYANA,KURUKSHETRA,NORTH,136119
1317,0939,BHUSLA,HARYANA,PEHOWA,NORTH,136034
1318,1421,KAITHAL,HARYANA,KAITHAL,NORTH 2,136027
1319,1744,AJNALA,PUNJAB,AMRITSAR,NORTH,143102
1320,1579,LOHIAN KHASS NP,PUNJAB,JALANDHAR,NORTH,144629
1321,1739,UMAR TANDA,PUNJAB,TANDA,NORTH,144203
1322,1549,NURMAHAL,PUNJAB,NAKODAR,NORTH 2,144039
1323,1737,GARHSHANKAR,PUNJAB,GARHSHANKER,NORTH 2,144527
1324,1577,NAKODAR,PUNJAB,NAKODAR,NORTH 2,144040
1325,1417,"URBAN ESTATE PHASE 1
PATIALA",PUNJAB,PATIALA,NORTH,147002
1326,1347,"SALANA JIWAN SINGH
WALA",PUNJAB,FATEHGARH SAHIB,NORTH,147301
1327,1730,SIRHIND ROAD PATIALA,PUNJAB,PATIALA,NORTH,147001
1328,1749,"SIRHIND FATEHGARH
SAHIB",PUNJAB,FATEHGARH SAHIB,NORTH 2,140406
1329,1473,SECTOR 16 PANCHKULA,HARYANA,PANCHKULA,NORTH,134109
1330,0465,SAHA/DHAKOLA,HARYANA,MULLANA,NORTH 2,133104
1331,1655,DERA BASSI,PUNJAB,DERABASSI,NORTH 2,140507
1332,1712,"SECTOR 82 SAS NAGAR
MOHALI PUNJAB",CHANDIGARH,MOHALI,NORTH 2,140308
1333,1553,BATALA,PUNJAB,BATALA,NORTH,143505
1334,1413,"RANJEET AVENUE
AMRITSAR",PUNJAB,AMRITSAR,NORTH,143001
1335,1728,MAJITHA ROAD AMRITSAR,PUNJAB,AMRITSAR,NORTH,143001
1336,1348,HARDO BATHWALA,PUNJAB,GURDASPUR,NORTH,143521
1337,1369,MALOUT PUNJAB,PUNJAB,MALOUT,NORTH,152107
1338,1443,MUKATSAR,PUNJAB,MUKTSAR EXPANSION,NORTH,152026
1339,1352,JANDANWALA,PUNJAB,GONIANA MANDI,NORTH,151201
1340,1642,FEROZPUR,PUNJAB,FIROZEPUR,NORTH 2,152001
1341,1644,ABOHAR,PUNJAB,ABOHAR,NORTH 2,152116
1342,1311,MALLIANA,PUNJAB,MOGA,NORTH,142037
1343,1312,MADDOKE,PUNJAB,MOGA,NORTH,142053
1344,1505,"KITCHLU NAGAR
LUDHIANA",PUNJAB,LUDHIANA,NORTH 2,141001
1345,1717,LUDHIANA BRS NAGAR,PUNJAB,LUDHIANA,NORTH 2,141012
